ocel:eid,ocel:activity,ocel:timestamp,p_duration[s],s_co2e[kg],i_electric-from-grid-de[kWh],i_steel-waste-to-recycle[kg],i_gas_input[Wh],i_emission-of-burn[Wh],i_coating-material[kg],i_coating-material-waste[kg],i_compressed-air[m3],i_gas-n2-used[m3],i_gas-n2-emiited-to-air[m3],i_steel-waste[kg],i_cardboard-box[kg]
e_coat_1797,CoatPart,2023-04-04 08:47:13+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_formmale_1501,CuttMalePart,2023-04-04 08:47:18+00:00,9.94788726765,0.0755706176889,0.0151982,,,,,,0.083,0.061,0.061,?,
e_heat_1869,HeatSteelSheet,2023-04-04 08:47:19+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_1873,SplitSteelSheet,2023-04-04 08:47:19+00:00,14.2844547905,0.0149362158,0.0218235,0.00042,,,,,,,,,
e_assembly_1420,AssembleHinge,2023-04-04 08:47:24+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_1565>true,CheckFemalePart,2023-04-04 08:47:25+00:00,?,0.0012996,,,,,,,0.02,,,,
e_coat_1800,CoatPart,2023-04-04 08:47:26+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_formfemale_1456,CuttFemalePart,2023-04-04 08:47:28+00:00,12.4314882893,0.0881956406222,0.0189926,,,,,,0.083,0.076,0.076,0.00253,
e_split_1874,SplitSteelSheet,2023-04-04 08:47:34+00:00,14.8572225425,0.0155347158,0.0226985,0.00042,,,,,,,,,
e_coat_1801,CoatPart,2023-04-04 08:47:35+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_heat_1870,HeatSteelSheet,2023-04-04 08:47:35+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_checkMale_1507>true,CheckMalePart,2023-04-04 08:47:36+00:00,?,0.00136458,,,,,,,0.021,,,,
e_formmale_1453,CuttMalePart,2023-04-04 08:47:41+00:00,9.94760400507,0.0658643156889,0.0151977,,,,,,0.058,0.061,0.061,?,
e_assembly_1465,AssembleHinge,2023-04-04 08:47:46+00:00,5.0,?,,,,,,,,,,,
e_heat_1871,HeatSteelSheet,2023-04-04 08:47:46+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_checkFemale_1548>true,CheckFemalePart,2023-04-04 08:47:47+00:00,?,0.0003249,,,,,,,0.005,,,,
e_split_1875,SplitSteelSheet,2023-04-04 08:47:49+00:00,14.1778804599,0.0148248606,0.0216607,0.00042,,,,,,,,,
e_formfemale_1568,CuttFemalePart,2023-04-04 08:47:51+00:00,12.4099397149,0.0796025486222,0.0189596,,,,,,0.063,0.076,0.076,0.00251,
e_form_1802,FormSteelSheet,2023-04-04 08:47:52+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_form_1805,FormSteelSheet,2023-04-04 08:47:53+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_checkMale_1501>true,CheckMalePart,2023-04-04 08:47:57+00:00,?,0.00090972,,,,,,,0.014,,,,
e_form_1799,FormSteelSheet,2023-04-04 08:47:57+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_formmale_1315,CuttMalePart,2023-04-04 08:48:03+00:00,9.94580227265,0.0740978288889,0.015195,,,,,,0.079,0.061,0.061,?,
e_split_1876,SplitSteelSheet,2023-04-04 08:48:03+00:00,14.7659407652,0.0154393662,0.0225591,0.00042,,,,,,,,,
e_heat_1872,HeatSteelSheet,2023-04-04 08:48:05+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_assembly_1565,AssembleHinge,2023-04-04 08:48:08+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_1456>true,CheckFemalePart,2023-04-04 08:48:09+00:00,?,0.00103968,,,,,,,0.016,,,,
e_formfemale_1593,CuttFemalePart,2023-04-04 08:48:13+00:00,12.4222284572,0.0868521278222,0.0189784,,,,,,0.081,0.076,0.076,0.00253,
e_form_1803,FormSteelSheet,2023-04-04 08:48:14+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_form_1806,FormSteelSheet,2023-04-04 08:48:15+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_1873,HeatSteelSheet,2023-04-04 08:48:15+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_1877,SplitSteelSheet,2023-04-04 08:48:17+00:00,13.6110059856,0.0142324482,0.0207946,0.00042,,,,,,,,,
e_checkMale_1453>true,CheckMalePart,2023-04-04 08:48:19+00:00,?,0.00071478,,,,,,,0.011,,,,
e_formmale_1411,CuttMalePart,2023-04-04 08:48:26+00:00,10.0586519211,0.0671842304889,0.0153674,,,,,,0.055,0.061,0.061,?,
e_coat_1802,CoatPart,2023-04-04 08:48:27+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_1807,FormSteelSheet,2023-04-04 08:48:27+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_coat_1805,CoatPart,2023-04-04 08:48:28+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_assembly_1548,AssembleHinge,2023-04-04 08:48:30+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_1568>true,CheckFemalePart,2023-04-04 08:48:31+00:00,?,0.00188442,,,,,,,0.029,,,,
e_heat_1874,HeatSteelSheet,2023-04-04 08:48:31+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_1878,SplitSteelSheet,2023-04-04 08:48:31+00:00,13.9749222739,0.0146127522,0.0213506,0.00042,,,,,,,,,
e_coat_1799,CoatPart,2023-04-04 08:48:32+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_1804,FormSteelSheet,2023-04-04 08:48:33+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_formfemale_1482,CuttFemalePart,2023-04-04 08:48:36+00:00,12.6193375315,0.0902470357778,0.0192795,,,,,,0.086,0.077,0.077,0.00254,
e_checkMale_1315>true,CheckMalePart,2023-04-04 08:48:42+00:00,?,0.00116964,,,,,,,0.018,,,,
e_heat_1875,HeatSteelSheet,2023-04-04 08:48:46+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_1879,SplitSteelSheet,2023-04-04 08:48:46+00:00,13.7262053588,0.0143528322,0.0209706,0.00042,,,,,,,,,
e_formmale_1550,CuttMalePart,2023-04-04 08:48:48+00:00,10.0300785125,0.0707042996889,0.0153237,,,,,,0.068,0.061,0.061,?,
e_coat_1803,CoatPart,2023-04-04 08:48:49+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_coat_1806,CoatPart,2023-04-04 08:48:50+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_assembly_1456,AssembleHinge,2023-04-04 08:48:52+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_1593>true,CheckFemalePart,2023-04-04 08:48:54+00:00,?,0.00207936,,,,,,,0.032,,,,
e_form_1808,FormSteelSheet,2023-04-04 08:48:57+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_formfemale_1563,CuttFemalePart,2023-04-04 08:48:58+00:00,12.4651032323,0.0869379698222,0.0190439,,,,,,0.084,0.076,0.076,0.00253,
e_heat_1876,HeatteelSheet,2023-04-04 08:48:58+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_1880,SplitSteelSheet,2023-04-04 08:49:00+00:00,14.7735706962,0.0154473006,0.0225707,0.00042,,,,,,,,,
e_coat_1807,CoatPart,2023-04-04 08:49:02+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_checkMale_1411>true,CheckMalePart,2023-04-04 08:49:04+00:00,?,0.00181944,,,,,,,0.028,,,,
e_coat_1804,CoatPart,2023-04-04 08:49:08+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_formmale_1584,CuttMalePart,2023-04-04 08:49:11+00:00,9.90510702404,0.0680087240889,0.0151328,,,,,,0.064,0.061,0.061,?,
e_assembly_1568,AssembleHinge,2023-04-04 08:49:14+00:00,5.0,?,,,,,,,,,,,
e_heat_1877,HetSteelSheet,2023-04-04 08:49:14+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_1881,SplitSteelSheet,2023-04-04 08:49:14+00:00,14.069717556,0.0147117954,0.0214954,0.00042,,,,,,,,,
e_checkFemale_1482>true,CheckFemalePart,2023-04-04 08:49:17+00:00,?,0.0012996,,,,,,,0.02,,,,
e_packhinges_71,PackHinges,2023-04-04 08:49:20+00:00,30.0853822324,0.03593,,,,,,,,,,,0.05
e_formfemale_1562,CuttFemalePart,2023-04-04 08:49:21+00:00,12.4677592636,0.0826042142222,0.019048,,,,,,0.076,0.076,0.076,0.00254,
e_form_1812,FormSteelSheet,2023-04-04 08:49:21+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_checkMale_1550>true,CheckMalePart,2023-04-04 08:49:27+00:00,?,0.0016245,,,,,,,0.025,,,,
e_split_1882,SplitSteelSheet,2023-04-04 08:49:28+00:00,14.4248407051,0.0150829338,0.022038,0.00042,,,,,,,,,
e_heat_1878,HeatSteelSheet,2023-04-04 08:49:29+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_1808,CoatPart,2023-04-04 08:49:31+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_1809,FormSteelSheet,2023-04-04 08:49:31+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_formmale_1533,CuttMalePart,2023-04-04 08:49:33+00:00,9.93415236619,0.0675192536889,0.0151772,,,,,,0.066,0.061,0.061,?,
e_assembly_1593,AssembleHinge,2023-04-04 08:49:37+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_1563>true,CheckFemalePart,2023-04-04 08:49:39+00:00,?,0.0019494,,,,,,,0.03,,,,
e_split_1883,SplitSteelSheet,2023-04-04 08:49:42+00:00,14.0661027554,0.0147080334,0.0214899,0.00042,,,,,,,,,
e_formfemale_1502,CuttFemalePart,2023-04-04 08:49:43+00:00,12.5108879175,0.0854605298222,0.0191139,,,,,,0.074,0.076,0.076,0.00256,
e_heat_1879,HeatSteelSheet,2023-04-04 08:49:45+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_checkMale_1584>true,CheckMalePart,2023-04-04 08:49:49+00:00,?,0.00155952,,,,,,,0.024,,,,
e_form_1813,FormSteelSheet,2023-04-04 08:49:55+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_formmale_1474,CuttMalePart,2023-04-04 08:49:56+00:00,9.92609213152,0.0650963204889,0.0151649,,,,,,0.056,0.061,0.061,?,
e_coat_1812,CoatPart,2023-04-04 08:49:56+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_split_1884,SplitSteelSheet,2023-04-04 08:49:56+00:00,14.0721637928,0.0147143262,0.0214991,0.00042,,,,,,,,,
e_heat_1880,HeatSteelSheet,2023-04-04 08:49:57+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_assembly_1482,AssembleHinge,2023-04-04 08:50:00+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_1562>true,CheckFemalePart,2023-04-04 08:50:02+00:00,?,0.00168948,,,,,,,0.026,,,,
e_formfemale_1478,CuttFemalePart,2023-04-04 08:50:06+00:00,12.6523889242,0.0850968577778,0.01933,,,,,,0.081,0.077,0.077,0.00251,
e_coat_1809,CoatPart,2023-04-04 08:50:06+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_split_1885,SplitSteelSheet,2023-04-04 08:50:11+00:00,14.3534857911,0.0150083094,0.0219289,0.00042,,,,,,,,,
e_checkMale_1533>true,CheckMalePart,2023-04-04 08:50:12+00:00,?,0.00071478,,,,,,,0.011,,,,
e_heat_1881,HeatSteelSheet,2023-04-04 08:50:12+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_formmale_1454,CuttMalePart,2023-04-04 08:50:18+00:00,9.91206470071,0.0749038544889,0.0151434,,,,,,0.079,0.061,0.061,?,
e_form_1810,FormSteelSheet,2023-04-04 08:50:21+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_assembly_1563,AssembleHinge,2023-04-04 08:50:22+00:00,5.0,?,,,,,,,,,,,
e_form_1815,FormSteelSheet,2023-04-04 08:50:22+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_checkFemale_1502>true,CheckFemalePart,2023-04-04 08:50:24+00:00,?,0.0003249,,,,,,,0.005,,,,
e_heat_1882,HeatSteelSheet,2023-04-04 08:50:24+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_1886,SplitSteelSheet,2023-04-04 08:50:26+00:00,14.0132714955,0.0146528346,0.0214092,0.00042,,,,,,,,,
e_formfemale_1461,CuttFemalePart,2023-04-04 08:50:28+00:00,12.5569508092,0.0871038505778,0.0191842,,,,,,0.081,0.077,0.077,0.00253,
e_form_1814,FormSteelSheet,2023-04-04 08:50:28+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_coat_1813,CoatPart,2023-04-04 08:50:30+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_checkMale_1474>true,CheckMalePart,2023-04-04 08:50:34+00:00,?,0.00123462,,,,,,,0.019,,,,
e_form_1811,FormSteelSheet,2023-04-04 08:50:36+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_form_1818,FormSteelSheet,2023-04-04 08:50:40+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_1883,HeatSteelSheet,2023-04-04 08:50:40+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_1887,SplitSteelSheet,2023-04-04 08:50:40+00:00,14.6784079136,0.015347847,0.0224253,0.00042,,,,,,,,,
e_formmale_1470,CuttMalePart,2023-04-04 08:50:41+00:00,9.97569607456,0.0730072592889,0.0152406,,,,,,0.072,0.061,0.061,?,
e_assembly_1562,AssembleHinge,2023-04-04 08:50:45+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_1478>true,CheckFemalePart,2023-04-04 08:50:46+00:00,?,0.00175446,,,,,,,0.027,,,,
e_formfemale_1591,CuttFemalePart,2023-04-04 08:50:51+00:00,12.4091632108,0.0880901678222,0.0189584,,,,,,0.088,0.076,0.076,0.00252,
e_heat_1884,HeatSteelSheet,2023-04-04 08:50:51+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_form_1816,FormSteelSheet,2023-04-04 08:50:53+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_1888,SplitSteelSheet,2023-04-04 08:50:55+00:00,13.7155779964,0.0143417514,0.0209544,0.00042,,,,,,,,,
e_coat_1810,CoatPart,2023-04-04 08:50:56+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_coat_1815,CoatPart,2023-04-04 08:50:57+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_checkMale_1454>true,CheckMalePart,2023-04-04 08:50:58+00:00,?,0.00188442,,,,,,,0.029,,,,
e_formmale_1498,CuttMalePart,2023-04-04 08:51:03+00:00,10.0099780758,0.0728994608889,0.015293,,,,,,0.072,0.061,0.061,?,
e_coat_1814,CoatPart,2023-04-04 08:51:03+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_1819,FormSteelSheet,2023-04-04 08:51:03+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_1885,HeatSteelSheet,2023-04-04 08:51:08+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_assembly_1502,AssembleHinge,2023-04-04 08:51:09+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_1461>true,CheckFemalePart,2023-04-04 08:51:09+00:00,?,0.00168948,,,,,,,0.026,,,,
e_split_1889,SplitSteelSheet,2023-04-04 08:51:09+00:00,14.0972850987,0.0147405918,0.0215375,0.00042,,,,,,,,,
e_coat_1811,CoatPart,2023-04-04 08:51:11+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_1817,FormSteelSheet,2023-04-04 08:51:12+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_formfemale_1564,CuttFemalePart,2023-04-04 08:51:13+00:00,12.64162971,0.0857901601778,0.0193136,,,,,,0.076,0.077,0.077,0.00254,
e_coat_1818,CoatPart,2023-04-04 08:51:15+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_checkMale_1470>true,CheckMalePart,2023-04-04 08:51:19+00:00,?,0.00149454,,,,,,,0.023,,,,
e_split_1890,SplitSteelSheet,2023-04-04 08:51:23+00:00,14.2496498815,0.014899827,0.0217703,0.00042,,,,,,,,,
e_heat_1886,HeatSteeSheet,2023-04-04 08:51:24+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_formmale_1508,CuttMalePart,2023-04-04 08:51:26+00:00,10.0478779009,0.0680484644889,0.0153509,,,,,,0.06,0.061,0.061,?,
e_coat_1816,CoatPart,2023-04-04 08:51:28+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_assembly_1478,AssembleHinge,2023-04-04 08:51:29+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_1591>true,CheckFemalePart,2023-04-04 08:51:32+00:00,?,0.00051984,,,,,,,0.008,,,,
e_formfemale_1438,CuttFemalePart,2023-04-04 08:51:35+00:00,12.5215889698,0.0808425145778,0.0191302,,,,,,0.063,0.077,0.077,0.00255,
e_heat_1887,HeatSteelSheet,2023-04-04 08:51:37+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_1891,SplitSteelSheet,2023-04-04 08:51:37+00:00,14.276347231,0.0149277342,0.0218111,0.00042,,,,,,,,,
e_coat_1819,CoatPart,2023-04-04 08:51:38+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_checkMale_1498>true,CheckMalePart,2023-04-04 08:51:43+00:00,?,0.00220932,,,,,,,0.034,,,,
e_coat_1817,CoatPart,2023-04-04 08:51:47+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_1821,FormSteelSheet,2023-04-04 08:51:47+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_formmale_1425,CuttMalePart,2023-04-04 08:51:48+00:00,10.0143660978,0.0690257636889,0.0152997,,,,,,0.066,0.061,0.061,?,
e_split_1892,SplitSteelSheet,2023-04-04 08:51:51+00:00,14.3463674054,0.0150009222,0.0219181,0.00042,,,,,,,,,
e_assembly_1461,AssembleHinge,2023-04-04 08:51:53+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_1564>true,CheckFemalePart,2023-04-04 08:51:53+00:00,?,0.00142956,,,,,,,0.022,,,,
e_heat_1888,HeatSteelSheet,2023-04-04 08:51:53+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_formfemale_1536,CuttFemalePart,2023-04-04 08:51:58+00:00,12.4517387937,0.0840580562222,0.0190235,,,,,,0.07,0.076,0.076,0.00254,
e_heat_1889,HetSteelSheet,2023-04-04 08:52:04+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_checkMale_1508>true,CheckMalePart,2023-04-04 08:52:05+00:00,?,0.00233928,,,,,,,0.036,,,,
e_split_1893,SplitSteelSheet,2023-04-04 08:52:05+00:00,14.5092211319,0.0151711014,0.0221669,0.00042,,,,,,,,,
e_formmale_1504,CuttMalePart,2023-04-04 08:52:10+00:00,9.99283600655,0.0678267800889,0.0152668,,,,,,0.059,0.061,0.061,?,
e_assembly_1591,AssembleHinge,2023-04-04 08:52:16+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_1438>true,CheckFemalePart,2023-04-04 08:52:16+00:00,?,0.0012996,,,,,,,0.02,,,,
e_form_1820,FormSteelSheet,2023-04-04 08:52:18+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_form_1822,FormSteelSheet,2023-04-04 08:52:19+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_1894,SplitSteelSheet,2023-04-04 08:52:19+00:00,14.1404069099,0.0147856674,0.0216034,0.00042,,,,,,,,,
e_formfemale_1590,CuttFemalePart,2023-04-04 08:52:20+00:00,12.3997973306,0.0874100666222,0.0189441,,,,,,0.078,0.076,0.076,0.00255,
e_heat_1890,HeatSteelSheet,2023-04-04 08:52:20+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_1821,CoatPart,2023-04-04 08:52:22+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_form_1824,FormSteelSheet,2023-04-04 08:52:24+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_checkMale_1425>true,CheckMalePart,2023-04-04 08:52:27+00:00,?,0.0012996,,,,,,,0.02,,,,
e_formmale_1522,CuttMalePart,2023-04-04 08:52:33+00:00,10.0198536764,0.0711313892889,0.0153081,,,,,,0.068,0.061,0.061,?,
e_split_1895,SplitSteelSheet,2023-04-04 08:52:33+00:00,15.0903682263,0.0157783566,0.0230547,0.00042,,,,,,,,,
e_assembly_1564,AssembleHinge,2023-04-04 08:52:37+00:00,5.0,?,,,,,,,,,,,
e_heat_1891,HeatSteelSheet,2023-04-04 08:52:38+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_checkFemale_1536>true,CheckFemalePart,2023-04-04 08:52:40+00:00,?,0.0012996,,,,,,,0.02,,,,
e_formfemale_1493,CuttFemalePart,2023-04-04 08:52:43+00:00,12.4536231913,0.0842241998222,0.0190264,,,,,,0.073,0.076,0.076,0.00252,
e_form_1825,FormSteelSheet,2023-04-04 08:52:44+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_1896,SplitSteelSheet,2023-04-04 08:52:47+00:00,14.2783172324,0.0149297862,0.0218141,0.00042,,,,,,,,,
e_checkMale_1504>true,CheckMalePart,2023-04-04 08:52:50+00:00,?,0.00188442,,,,,,,0.029,,,,
e_heat_1892,HeatSteelSheet,2023-04-04 08:52:51+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_1820,CoatPart,2023-04-04 08:52:53+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_coat_1822,CoatPart,2023-04-04 08:52:54+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_formmale_1574,CuttMalePart,2023-04-04 08:52:55+00:00,9.99357977015,0.0690314408889,0.015268,,,,,,0.063,0.061,0.061,?,
e_form_1823,FormSteelSheet,2023-04-04 08:52:57+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_coat_1824,CoatPart,2023-04-04 08:52:59+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_assembly_1438,AssembleHinge,2023-04-04 08:53:01+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_1590>true,CheckFemalePart,2023-04-04 08:53:02+00:00,?,0.0009747,,,,,,,0.015,,,,
e_split_1897,SplitSteelSheet,2023-04-04 08:53:02+00:00,14.8036362525,0.0154787646,0.0226167,0.00042,,,,,,,,,
e_heat_1893,HeatSteelSheet,2023-04-04 08:53:03+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_formfemale_1445,CuttFemalePart,2023-04-04 08:53:05+00:00,12.5496595011,0.0874382581778,0.0191731,,,,,,0.082,0.077,0.077,0.00253,
e_packhinges_72,PackHinges,2023-04-04 08:53:07+00:00,30.0464384803,0.03593,,,,,,,,,,,0.05
e_form_1826,FormSteelSheet,2023-04-04 08:53:11+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_checkMale_1522>true,CheckMalePart,2023-04-04 08:53:13+00:00,?,0.0009747,,,,,,,0.015,,,,
e_split_1898,SplitSteelSheet,2023-04-04 08:53:16+00:00,15.0268931715,0.015712077,0.0229578,0.00042,,,,,,,,,
e_heat_1894,HeatSteelSheet,2023-04-04 08:53:17+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_formmale_1450,CuttMalePart,2023-04-04 08:53:18+00:00,10.0047241615,0.0670457888889,0.015285,,,,,,0.055,0.061,0.061,?,
e_coat_1825,CoatPart,2023-04-04 08:53:19+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_assembly_1536,AssembleHinge,2023-04-04 08:53:23+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_1493>true,CheckFemalePart,2023-04-04 08:53:25+00:00,?,0.0009747,,,,,,,0.015,,,,
e_formfemale_1602,CuttFemalePart,2023-04-04 08:53:28+00:00,12.6215595128,0.0833614813778,0.0192829,,,,,,0.069,0.077,0.077,0.00255,
e_split_1899,SplitSteelSheet,2023-04-04 08:53:29+00:00,14.4251939169,0.0150832758,0.0220385,0.00042,,,,,,,,,
e_form_1828,FormSteelSheet,2023-04-04 08:53:30+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_heat_1895,HeaSteelSheet,2023-04-04 08:53:30+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_coat_1823,CoatPart,2023-04-04 08:53:32+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_checkMale_1574>true,CheckMalePart,2023-04-04 08:53:36+00:00,?,0.00175446,,,,,,,0.027,,,,
e_form_1827,FormSteelSheet,2023-04-04 08:53:36+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_formmale_1572,CuttMalePart,2023-04-04 08:53:40+00:00,10.0371871451,0.0722439152889,0.0153346,,,,,,0.074,0.061,0.061,?,
e_heat_1896,HeatSteelSheet,2023-04-04 08:53:44+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_split_1900,SplitSteelSheet,2023-04-04 08:53:44+00:00,14.8603150753,0.015537999,0.0227033,0.00042,,,,,,,,,
e_coat_1826,CoatPart,2023-04-04 08:53:46+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_assembly_1590,AssembleHinge,2023-04-04 08:53:47+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_1445>true,CheckFemalePart,2023-04-04 08:53:47+00:00,?,0.00175446,,,,,,,0.027,,,,
e_formfemale_1442,CuttFemalePart,2023-04-04 08:53:50+00:00,12.6103512522,0.0914004649778,0.0192658,,,,,,0.086,0.077,0.077,0.00254,
e_checkMale_1450>true,CheckMalePart,2023-04-04 08:53:58+00:00,?,0.0006498,,,,,,,0.01,,,,
e_form_1830,FormSteelSheet,2023-04-04 08:53:58+00:00,5.0,0.0028500228,0.0041667,,,,,,,,,,
e_split_1901,SplitSteelSheet,2023-04-04 08:53:58+00:00,13.9409209164,0.0145771842,0.0212986,0.00042,,,,,,,,,
e_heat_1897,HeatSteelSheet,2023-04-04 08:53:59+00:00,900.0,0.0138019093344,0.02,,0.49392,0.49392,,,,,,,
e_formmale_1477,CuttMalePart,2023-04-04 08:54:03+00:00,10.0314407772,0.0692898560889,0.0153258,,,,,,0.064,0.061,0.061,?,
e_coat_1828,CoatPart,2023-04-04 08:54:05+00:00,300.0,0.1751156951,0.25,,,,0.0004,0.0001,,,,,
e_assembly_1493,AssembleHinge,2023-04-04 08:54:08+00:00,5.0,?,,,,,,,,,,,
e_checkFemale_1602>true,CheckFemalePart,2023-04-04 08:54:09+00:00,?,0.00136458,,,,,,,0.021,,,,
