ocel:oid,ocel:type,m_metadata,p_mass[kg],p_material[EN10130:2006],s_co2e[kg],i_steel-waste[kg],P_electric-from-grid-de[kWh],P_gas-from-grid-de[m3],p_init-len[cm],p_width[cm],i_material-cold-rolled-steel[kg],i_steel-waste-to-recycle[kg],i_material-steel-pin[kg],P_compressed-air[m3]
o_formedpart_3827,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3824,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3828,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3830,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3829,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3833,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3832,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3831,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3837,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3836,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3834,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3835,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3841,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3839,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3842,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3838,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3840,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3843,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3845,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3847,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3844,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3846,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3848,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3849,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3853,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3851,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3852,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3850,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3854,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3856,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3858,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3855,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3859,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3857,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3860,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3861,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3865,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3864,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3863,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3866,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3862,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3867,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3870,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3869,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3871,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3868,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3872,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3873,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3874,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3876,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3877,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3878,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3875,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3879,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3881,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3882,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3880,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3884,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3883,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3885,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3887,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3888,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3886,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3889,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3891,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3890,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3893,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3892,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3894,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3895,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3897,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3898,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3899,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3900,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3896,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3901,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3904,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3905,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3902,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3907,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3903,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3906,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3909,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3908,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3911,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3914,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3910,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3915,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3913,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3916,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3912,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3917,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3918,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3919,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3920,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3921,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3922,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3923,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3924,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3925,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3928,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3926,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3927,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3930,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3929,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3933,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3931,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3932,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3934,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3936,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3935,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3937,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3938,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3939,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3940,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3942,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3943,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3941,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3945,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3948,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3950,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3946,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3944,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3947,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3953,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3952,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3954,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3949,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3955,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3956,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3957,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3951,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3958,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3959,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3961,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3962,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3960,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3963,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3964,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3967,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3966,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3965,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3969,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3970,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3973,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3968,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3972,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3974,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3976,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3971,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3977,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3978,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3975,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3980,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3982,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3979,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3983,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3981,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3986,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3984,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3985,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3988,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3990,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3991,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3987,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3989,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3992,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3993,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3995,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3996,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3994,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3998,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3999,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4002,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_3997,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4000,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4005,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4001,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4004,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4003,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4007,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4009,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4010,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4006,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4008,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4011,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4014,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4013,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4012,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4015,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4017,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4016,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4018,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4020,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4019,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4022,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4021,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4023,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4025,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4024,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4026,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4027,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4030,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4028,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4029,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4032,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4033,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4031,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4035,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4034,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4036,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4038,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4037,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4041,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4040,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4042,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4039,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4045,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4043,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4046,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4044,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4047,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4052,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4048,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4050,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4051,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4054,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4049,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4053,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4055,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4057,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4058,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4056,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4062,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4060,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4059,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4065,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4063,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4064,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4061,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4067,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4066,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4068,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4069,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4070,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4071,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4072,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4075,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4074,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4073,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4076,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4077,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4079,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4080,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4078,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4083,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4082,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4081,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4085,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4086,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4087,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4084,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4089,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4090,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4088,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4092,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4094,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4091,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4098,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4096,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4093,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4097,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4095,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4100,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4099,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4102,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4105,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4101,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4103,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4104,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4107,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4110,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4108,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4106,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4112,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4109,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4114,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4113,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4111,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4115,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4116,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4117,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4118,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4119,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4120,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4121,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4122,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4124,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4125,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4123,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4126,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4128,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4130,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4127,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4129,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4131,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4133,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4132,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4134,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4135,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4136,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4137,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4139,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4140,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4138,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4142,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4143,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4141,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4144,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4146,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4147,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4145,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4148,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4151,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4150,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4149,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4152,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4154,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4157,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4153,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4156,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4155,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4159,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4158,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4160,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4163,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4165,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4162,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4161,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4166,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4164,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4168,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4167,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4169,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4171,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4172,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4170,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4174,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4175,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4173,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4177,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4178,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4176,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4184,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4182,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4179,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4180,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4181,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4183,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4188,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4186,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4185,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4187,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4190,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4192,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4189,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4193,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4191,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4194,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4198,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4195,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4200,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4196,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4199,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4197,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4201,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4202,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4207,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4204,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4205,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4203,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4206,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4211,FormedPart,,?,DC01,0.0,,,,,,,,,
o_formedpart_4209,FormedPart,,?,DC01,0.0,,,,,,,,,
